,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,property_valuation,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Rank,Value,geo_address,latitude,longitude
4858,Maurine,Clee,Female,45,1980-09-13,Automation Specialist II,Property,High Net Worth,N,Yes,5,10,0.81,1.0125,1.265625,1.265625,854,0.561,"Newtown, Inner West, Sydney, Inner West Council, 2042, New South Wales, Australia",-33.89727160526316,151.17829179824562
4859,Darwin,Bumpas,Male,24,1978-12-27,Junior Executive,Health,Affluent Customer,N,Yes,18,7,0.62,0.775,0.775,0.775,856,0.56,"Mill Park, Melbourne, City of Whittlesea, 3082, Victoria, Australia",-37.669090655497385,145.06514232670156
4860,Hayes,Daveren,Male,32,1953-03-27,VP Quality Control,Manufacturing,Affluent Customer,N,Yes,11,2,0.95,1.1875,1.1875,1.1875,856,0.56,"Harristown, Toowoomba Regional, 4350, Queensland, Australia",-27.57856169467005,151.93171747648054
4861,Piper,Issacov,Female,67,1939-11-08,Human Resources Assistant III,Health,Affluent Customer,N,Yes,22,9,0.99,1.2375,1.546875,1.546875,856,0.56,"Mosman, Sydney, Mosman Municipal Council, 2088, New South Wales, Australia",-33.82702360483272,151.24055264869887
4862,Markus,Pendrey,Male,88,1959-08-01,Clinical Specialist,Health,Affluent Customer,N,Yes,12,10,0.62,0.775,0.96875,0.96875,859,0.5578124999999999,"Baulkham Hills, Sydney, The Hills Shire Council, 2153, New South Wales, Australia",-33.75003701346499,150.99176115332136
4863,Sile,Zappel,Female,47,1958-03-29,Business Systems Development Analyst,IT,High Net Worth,N,No,15,6,0.57,0.57,0.57,0.57,859,0.5578124999999999,"Fitzgibbon, Brisbane City, 4018, Queensland, Australia",-27.34274065834202,153.03861442928397
4864,Craggy,Happel,Male,37,1979-02-10,Marketing Manager,Manufacturing,High Net Worth,N,Yes,8,6,1.05,1.3125,1.3125,1.3125,859,0.5578124999999999,"Donnybrook, Melbourne, City of Whittlesea, 3064, Victoria, Australia",-37.54684330092879,144.96359127801858
4865,Egor,Mariette,Male,42,1980-11-26,Financial Advisor,Financial Services,Affluent Customer,N,No,3,7,0.43,0.43,0.43,0.43,862,0.5525,"Murrumbeena, Melbourne, City of Glen Eira, 3163, Victoria, Australia",-37.889989175784756,145.0660464443946
4866,Reinald,Bembrigg,Male,54,1953-08-21,Senior Financial Analyst,Financial Services,Affluent Customer,N,No,10,7,0.53,0.53,0.53,0.53,862,0.5525,"Whalan, Sydney, Blacktown City Council, 2770, New South Wales, Australia",-33.75798494819277,150.8146173433735
4867,Kissie,Line,Female,2,2000-05-20,Environmental Tech,Manufacturing,Affluent Customer,N,Yes,7,9,0.84,1.05,1.3125,1.3125,862,0.5525,"Bankstown, Sydney, Canterbury-Bankstown Council, 2200, New South Wales, Australia",-33.918252417714285,151.02925732228573
4868,Quentin,Gerleit,Female,32,1990-09-15,Associate Professor,Manufacturing,Mass Customer,N,No,4,8,0.52,0.52,0.52,0.442,865,0.55,"Berwick, Melbourne, City of Casey, 3806, Victoria, Australia",-38.026795677783426,145.3326304413828
4869,Karoly,Burgoine,Male,57,1947-04-06,Account Representative IV,Health,High Net Worth,N,Yes,21,2,0.84,1.05,1.05,1.05,865,0.55,"West Footscray, Melbourne, City of Maribyrnong, 3012, Victoria, Australia",-37.7979108743857,144.87045824385703
4870,Clarine,Piecha,Female,99,1964-12-07,Dental Hygienist,Health,High Net Worth,N,No,14,10,1.01,1.01,1.2625,1.2625,865,0.55,"Coorparoo, Greater Brisbane, 4151, Queensland, Australia",-27.499806834026128,153.06190398010688
4871,Mycah,Beaston,Male,11,1961-07-31,Environmental Specialist,,High Net Worth,N,Yes,12,11,1.09,1.3625,1.703125,1.703125,865,0.55,"Blakehurst, St George, Sydney, Georges River Council, 2221, New South Wales, Australia",-33.98574654285714,151.11009700952383
4872,Clemmie,Bartoszewicz,Female,87,1958-07-28,Statistician IV,Financial Services,Mass Customer,N,No,8,9,0.66,0.66,0.8250000000000001,0.70125,865,0.55,"Carrum, Melbourne, City of Kingston, 3197, Victoria, Australia",-38.07261962051282,145.12526485641027
4873,Randall,Mason,Male,95,1974-07-28,Product Engineer,Health,Mass Customer,N,Yes,12,11,1.06,1.325,1.65625,1.4078125,870,0.544,"Cobbitty, Camden Council, 2570, New South Wales, Australia",-34.01362313045977,150.7177027270115
4874,Donica,Humby,Female,47,1967-06-01,Senior Cost Accountant,Financial Services,Mass Customer,N,No,4,12,0.83,0.83,1.0375,0.8818749999999999,871,0.541875,"Elanora Heights, Northern Beaches, Sydney, Northern Beaches Council, 2101, New South Wales, Australia",-33.705840355739745,151.2866369145462
4875,Lotty,Loach,Female,76,1961-08-23,Nurse,Health,High Net Worth,N,Yes,7,3,0.84,1.05,1.05,1.05,871,0.541875,"Binnaway, Warrumbungle Shire Council, 2380, New South Wales, Australia",-31.683779960000003,149.44691678499998
4876,Marie-jeanne,Breawood,Female,37,1953-10-12,Clinical Specialist,Health,High Net Worth,N,No,8,6,1.07,1.07,1.07,1.07,871,0.541875,"Whalan, Sydney, Blacktown City Council, 2770, New South Wales, Australia",-33.75798494819277,150.8146173433735
4877,Babara,Sissel,Female,50,1974-06-08,,IT,Mass Customer,N,Yes,21,10,0.44,0.55,0.6875,0.584375,871,0.541875,"Clayton South, Melbourne, City of Kingston, 3169, Victoria, Australia",-37.93619163026315,145.11632644144737
4878,Rodolphe,Glenton,Male,88,1974-09-28,Programmer Analyst II,Financial Services,Affluent Customer,N,No,11,7,1.05,1.05,1.3125,1.3125,871,0.541875,"Murrumbeena, Melbourne, City of Glen Eira, 3163, Victoria, Australia",-37.889989175784756,145.0660464443946
4879,Thorvald,Duckerin,Male,58,1995-10-20,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,1,8,0.67,0.8375,0.8375,0.8375,871,0.541875,"St Albans, Melbourne, City of Brimbank, 3021, Victoria, Australia",-37.74840963016055,144.80788033600916
4880,Paulina,Iannuzzelli,Female,57,1956-03-08,Automation Specialist I,Manufacturing,Mass Customer,N,No,19,11,0.52,0.52,0.65,0.5525,877,0.54,"Carlingford, Sydney, City of Parramatta Council, 2118, New South Wales, Australia",-33.78203949816754,151.03378320287956
4881,Ricki,Padefield,Male,43,1948-08-03,Automation Specialist III,Manufacturing,Affluent Customer,N,Yes,13,9,0.81,1.0125,1.265625,1.265625,877,0.54,"Canungra, Scenic Rim Regional, 4275, Queensland, Australia",-28.03024772121212,153.159159469697
4882,Lizette,McKeaveney,Female,30,1994-04-11,Assistant Manager,Health,High Net Worth,N,Yes,13,10,0.93,1.1625,1.453125,1.453125,879,0.5375,"Camperdown, Inner West, Sydney, Council of the City of Sydney, 2050, New South Wales, Australia",-33.88816742916667,151.17708397666667
4883,Muffin,Bhar,Male,44,1966-04-07,,,Affluent Customer,N,No,19,4,1.1,1.1,1.1,1.1,879,0.5375,"Valla, Nambucca Valley Council, 2448, New South Wales, Australia",-30.60770867246377,153.0018941246377
4884,Jeno,Strafford,Male,67,1941-07-21,Tax Accountant,Financial Services,High Net Worth,N,No,7,9,0.73,0.73,0.9125,0.9125,879,0.5375,"Morningside, Greater Brisbane, 4170, Queensland, Australia",-27.471774994495128,153.07475502107607
4885,Brigg,Himsworth,Male,63,1973-10-10,,Telecommunications,Mass Customer,N,Yes,9,6,0.62,0.775,0.775,0.65875,882,0.5355,"Lower Wonga, Gympie Regional, 4570, Queensland, Australia",-26.133028430769233,152.41013204230768
4886,Judi,Cazereau,Female,22,1997-03-03,GIS Technical Architect,,Affluent Customer,N,Yes,13,3,1.09,1.3625,1.3625,1.3625,883,0.53125,"Goon Nure, Shire of East Gippsland, 3851, Victoria, Australia",-38.05309452469135,147.54406226707817
4887,Shara,Bramhill,U,24,,,IT,Affluent Customer,N,No,2,10,0.44,0.44,0.55,0.55,883,0.53125,"Cronulla, Sydney, Sutherland Shire Council, 2230, New South Wales, Australia",-34.05987198148148,151.1487288962963
4888,Raleigh,Pont,Male,48,1964-11-02,Associate Professor,Entertainment,Mass Customer,N,No,14,7,0.58,0.58,0.58,0.4929999999999999,883,0.53125,"Seville, Melbourne, Shire of Yarra Ranges, 3139, Victoria, Australia",-37.78888142105263,145.47028132526316
4889,Zachariah,Meininking,Male,40,1938-06-09,Cost Accountant,Financial Services,Affluent Customer,N,Yes,20,7,0.56,0.7000000000000001,0.7000000000000001,0.7000000000000001,883,0.53125,"Castlereagh, Sydney, Penrith City Council, 2749, New South Wales, Australia",-33.71490493103448,150.68676769655173
4890,Lesley,Garey,Male,52,1994-03-29,Software Consultant,Telecommunications,Mass Customer,N,No,11,9,0.44,0.44,0.55,0.4675,883,0.53125,"Como, Sydney, Sutherland Shire Council, 2226, New South Wales, Australia",-34.00879439166667,151.06303824722224
4891,Adriena,Giffin,Female,27,1957-03-17,Analog Circuit Design manager,Argiculture,Affluent Customer,N,Yes,5,9,0.84,1.05,1.3125,1.3125,888,0.525,"Warnervale, Central Coast Council, 2259, New South Wales, Australia",-33.243222411184206,151.45501729210528
4892,Antoinette,,Female,72,1980-07-28,Structural Analysis Engineer,Financial Services,Affluent Customer,N,No,5,9,0.89,0.89,1.1125,1.1125,888,0.525,"Coburg, Melbourne, City of Merri-bek, 3058, Victoria, Australia",-37.737732503061224,144.95889026989795
4893,Carr,Hopkynson,Male,64,1971-10-18,,Manufacturing,Affluent Customer,N,No,16,6,0.7,0.7,0.7,0.7,888,0.525,"Medowie, Port Stephens Council, 2318, New South Wales, Australia",-32.763508192753626,151.87877661594203
4894,Shay,Briand,Male,57,1956-10-05,Project Manager,IT,Mass Customer,N,Yes,9,1,1.09,1.3625,1.3625,1.158125,888,0.525,"Traralgon, City of Latrobe, 3844, Victoria, Australia",-38.1953172238342,146.54181226839378
4895,Karney,Burstow,Male,51,1972-07-02,Design Engineer,Property,Mass Customer,N,Yes,6,12,0.4,0.5,0.625,0.53125,888,0.525,"Randwick, Eastern Suburbs, Sydney, Randwick City Council, 2031, New South Wales, Australia",-33.9151332920548,151.2454588780822
4896,Latrena,Yetts,Female,11,1999-06-18,Civil Engineer,Manufacturing,High Net Worth,N,Yes,15,3,0.98,1.225,1.225,1.225,893,0.520625,"Forbes, Forbes Shire Council, 2871, New South Wales, Australia",-33.393206353125,147.95911980625
4897,Jesse,Alflat,Male,31,1984-09-01,Executive Secretary,,High Net Worth,N,No,5,9,0.6,0.6,0.75,0.75,893,0.520625,"Wentworthville, Sydney, Cumberland City Council, 2145, New South Wales, Australia",-33.81138947830189,150.96508012264152
4898,Kelcie,Kingaby,Female,54,2000-03-24,Systems Administrator II,IT,Mass Customer,N,Yes,6,4,0.55,0.6875,0.6875,0.584375,893,0.520625,"Clontarf, Greater Brisbane, City of Moreton Bay, 4019, Queensland, Australia",-27.257793184496123,153.08234430697675
4899,Fabio,Commuzzo,Male,5,1961-10-02,Software Test Engineer II,Manufacturing,Mass Customer,N,No,18,8,0.52,0.52,0.52,0.442,896,0.52,"Berwick, Melbourne, City of Casey, 3806, Victoria, Australia",-38.026795677783426,145.3326304413828
4900,Heall,Andrioli,Male,46,1941-06-17,Environmental Tech,IT,Affluent Customer,N,Yes,7,5,0.84,1.05,1.05,1.05,896,0.52,"Logan Reserve, Greater Brisbane, 4133, Queensland, Australia",-27.710025999447513,153.11457115405156
4901,Rickert,Brasted,Male,47,1959-09-18,Staff Scientist,Health,Mass Customer,N,No,10,9,0.99,0.99,1.2375,1.051875,898,0.5125,"Wentworthville, Sydney, Cumberland City Council, 2145, New South Wales, Australia",-33.81138947830189,150.96508012264152
4902,Hedwig,Jayme,Female,38,1952-08-21,Accountant IV,Property,Affluent Customer,N,No,11,10,0.7,0.7,0.875,0.875,899,0.51,"Dee Why, Sydney, Northern Beaches Council, 2099, New South Wales, Australia",-33.7493594,151.28604926265822
4903,Penrod,Tomasicchio,Male,5,1968-05-28,,Health,High Net Worth,N,No,19,9,0.65,0.65,0.8125,0.8125,899,0.51,"Medowie, Port Stephens Council, 2318, New South Wales, Australia",-32.763508192753626,151.87877661594203
4904,Pancho,Edis,Male,1,1970-12-30,Assistant Professor,,Mass Customer,N,No,13,7,0.9,0.9,0.9,0.765,899,0.51,"Burnside Heights, Melbourne, City of Melton, 3023, Victoria, Australia",-37.739486403162054,144.75076833043477
4905,Andriana,Gosnoll,Female,53,1964-05-19,Chief Design Engineer,Manufacturing,Mass Customer,N,No,8,10,1.02,1.02,1.275,1.08375,899,0.51,"Merewether, Newcastle-Maitland, Newcastle City Council, 2291, New South Wales, Australia",-32.94342321875,151.750428425
4906,Nilson,Wiggam,Male,48,1996-02-15,Paralegal,Financial Services,Mass Customer,N,No,9,6,0.98,0.98,0.98,0.833,903,0.5015,"Attwood, Melbourne, City of Hume, 3049, Victoria, Australia",-37.66981581578947,144.88350057368422
4907,Denny,Spleving,Female,84,1973-05-13,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,Yes,5,8,0.42,0.525,0.65625,0.65625,904,0.5,"West Ryde, Sydney, Council of the City of Ryde, 2114, New South Wales, Australia",-33.81435206348315,151.08905188707865
4908,Roth,Crum,U,0,,Legal Assistant,IT,Mass Customer,N,No,2,6,0.62,0.62,0.62,0.527,904,0.5,"Boambee, Coffs Harbour City Council, 2450, New South Wales, Australia",-30.34880985211864,153.05945825974575
4909,Olia,O' Mullan,Female,77,1973-03-24,Account Executive,Health,Mass Customer,N,No,8,7,1.03,1.03,1.03,0.8755,904,0.5,"Central Coast Council, 2263, New South Wales, Australia",-33.25735617045454,151.52765257954545
4910,Conway,Juarez,Male,27,1967-03-02,Help Desk Technician,,Affluent Customer,N,No,17,5,0.78,0.78,0.78,0.78,904,0.5,"Cranbrook, Townsville City, 4814, Queensland, Australia",-19.298387265075377,146.75864425954774
4911,Dru,Crellim,Female,57,1963-03-04,,,Mass Customer,N,No,12,7,0.41,0.41,0.41,0.3485,904,0.5,"Werribee, Melbourne, City of Wyndham, 3030, Victoria, Australia",-37.893824220172085,144.69761997566923
4912,Shaw,MacEvilly,Male,10,2000-05-06,Software Test Engineer III,Health,Affluent Customer,N,No,16,9,1.04,1.04,1.3,1.3,904,0.5,"Glenwood, Sydney, Blacktown City Council, 2768, New South Wales, Australia",-33.72979397407407,150.9306077962963
4913,Brook,Eade,Female,65,1957-11-17,Sales Representative,Retail,Mass Customer,N,Yes,8,5,0.63,0.7875,0.7875,0.6693749999999999,904,0.5,"Bulga, Singleton Council, 2330, New South Wales, Australia",-32.670020335532996,151.0398932883249
4914,Aleece,Feige,Female,49,1975-09-16,,Manufacturing,Mass Customer,N,No,18,10,1.01,1.01,1.2625,1.073125,904,0.5,"Lidcombe, Sydney, Cumberland City Council, 2141, New South Wales, Australia",-33.86051616981132,151.04603816415096
4915,Dolorita,Strutton,Female,7,1991-05-21,General Manager,Manufacturing,Affluent Customer,N,No,17,8,0.75,0.75,0.75,0.75,904,0.5,"Rowville, Melbourne, City of Knox, 3178, Victoria, Australia",-37.92128425541271,145.24935871601704
4916,Harman,A'field,Male,39,1960-12-27,Geologist III,Manufacturing,Affluent Customer,N,Yes,6,5,0.4,0.5,0.5,0.5,913,0.4993749999999999,"Varsity Lakes, Gold Coast City, 4227, Queensland, Australia",-28.085539763212438,153.41143689585493
4917,Hildegarde,Bamb,Female,16,1961-02-10,Help Desk Operator,,High Net Worth,N,Yes,10,9,0.95,1.1875,1.484375,1.484375,913,0.4993749999999999,"Langwarrin, Melbourne, City of Frankston, 3910, Victoria, Australia",-38.146044150159746,145.19600251501598
4918,Launce,Gale,Male,86,1939-01-15,,,Mass Customer,N,No,21,9,0.63,0.63,0.7875,0.6693749999999999,913,0.4993749999999999,"Springwood, Sydney, Blue Mountains City Council, 2777, New South Wales, Australia",-33.71237817130307,150.57737874831625
4919,Ilise,Clissold,Female,58,1987-11-16,Developer IV,Entertainment,High Net Worth,N,No,9,10,0.8,0.8,1.0,1.0,913,0.4993749999999999,"Baulkham Hills, Sydney, The Hills Shire Council, 2153, New South Wales, Australia",-33.75003701346499,150.99176115332136
4920,Julita,Prene,Female,14,1979-05-16,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,13,2,0.63,0.7875,0.7875,0.7875,913,0.4993749999999999,"Shailer Park, Greater Brisbane, 4128, Queensland, Australia",-27.65381387746479,153.176264743662
4921,Ashlen,Willbond,Female,64,1984-05-15,Software Consultant,Health,High Net Worth,N,No,16,8,0.96,0.96,0.96,0.96,913,0.4993749999999999,"Mount Martha, Melbourne, Shire of Mornington Peninsula, 3934, Victoria, Australia",-38.25990694166667,145.03757628333332
4922,Keely,Bointon,Female,71,1988-10-16,Nurse,Telecommunications,High Net Worth,N,No,3,9,0.79,0.79,0.9875,0.9875,913,0.4993749999999999,"Wakerley, Greater Brisbane, 4154, Queensland, Australia",-27.48458183280806,153.1557728471971
4923,Poul,Gaskin,Male,78,1950-06-15,Help Desk Operator,Telecommunications,High Net Worth,N,No,17,2,0.55,0.55,0.55,0.55,920,0.4929999999999999,"Gooramadda, Shire of Indigo, 2643, Victoria, Australia",-35.979910694736844,146.59486735789474
4924,Sheilakathryn,Huff,Female,45,1958-05-15,Assistant Manager,,High Net Worth,N,Yes,14,6,1.06,1.325,1.325,1.325,921,0.49,"Lynwood, Ballina Shire Council, 2477, New South Wales, Australia",-28.873338689473684,153.43931420263158
4925,Rubia,Evetts,Female,59,1990-12-21,Pharmacist,Health,Mass Customer,N,No,16,9,0.4,0.4,0.5,0.425,921,0.49,"Killara, Sydney, Ku-ring-gai Council, 2071, New South Wales, Australia",-33.76278130625,151.165543175
4926,Francklin,Cross,Male,51,1981-04-06,Teacher,Property,Mass Customer,N,Yes,3,10,0.51,0.6375,0.796875,0.67734375,921,0.49,"Kurnell, Sydney, Sutherland Shire Council, 2231, New South Wales, Australia",-34.00855865,151.2145179625
4927,Wilone,Champley,Female,22,1983-11-06,,Manufacturing,High Net Worth,N,No,17,10,0.99,0.99,1.2375,1.2375,924,0.48875,"Hornsby, Sydney, The Council of the Shire of Hornsby, 2077, New South Wales, Australia",-33.69801646140777,151.10408448543689
4928,Lezlie,Clemits,Female,2,1973-05-30,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,15,10,0.56,0.7000000000000001,0.8750000000000001,0.74375,924,0.48875,"Beaumont Hills, Hills District, Sydney, The Hills Shire Council, 2155, New South Wales, Australia",-33.688336075428566,150.93352293571428
4929,Kathe,Oller,Female,47,1959-08-20,General Manager,Manufacturing,Mass Customer,N,Yes,5,4,0.67,0.8375,0.8375,0.711875,926,0.4844999999999999,"Tarneit, Melbourne, City of Wyndham, 3029, Victoria, Australia",-37.84657426790124,144.70038635370372
4930,Dulce,Bradwell,Female,61,1957-07-03,Research Associate,Manufacturing,Mass Customer,N,No,20,9,0.89,0.89,1.1125,0.945625,926,0.4844999999999999,"Birkdale, Greater Brisbane, Redland City, 4159, Queensland, Australia",-27.492425252903224,153.21540658387096
4931,Felice,Dechelette,Male,75,1998-02-05,Librarian,Entertainment,High Net Worth,N,No,3,4,0.61,0.61,0.61,0.61,928,0.48,"Alderley, Greater Brisbane, 4051, Queensland, Australia",-27.426154682882167,153.00336117951832
4932,Joane,Caldes,Female,84,1978-03-17,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,13,7,0.97,1.2125,1.515625,1.515625,928,0.48,"West Gosford, Central Coast Council, 2250, New South Wales, Australia",-33.41742631832061,151.32892338492368
4933,Diane,Furman,Female,67,1993-08-11,,Manufacturing,Affluent Customer,N,Yes,13,9,0.91,1.1375,1.421875,1.421875,930,0.478125,"Yarraville, Melbourne, City of Maribyrnong, 3013, Victoria, Australia",-37.81578395416667,144.87742741521467
4934,Ogdan,Blenkinship,Male,65,1951-01-18,Occupational Therapist,Health,Mass Customer,N,Yes,21,5,0.46,0.5750000000000001,0.5750000000000001,0.48875,930,0.478125,"Sunbury, Melbourne, City of Hume, 3429, Victoria, Australia",-37.594191689690724,144.7354161731959
4935,Kizzee,Agget,Female,98,1976-07-25,Statistician II,Manufacturing,Affluent Customer,N,No,8,10,1.1,1.1,1.375,1.375,930,0.478125,"Panania, Sydney, Canterbury-Bankstown Council, 2213, New South Wales, Australia",-33.95283655985401,150.99618322846715
4936,Stephi,Highton,Female,30,1987-09-09,Software Engineer I,Telecommunications,Mass Customer,N,Yes,12,10,0.86,1.075,1.34375,1.1421875,930,0.478125,"Castle Hill, Hills District, Sydney, The Hills Shire Council, 2154, New South Wales, Australia",-33.74146436155277,151.00700687545327
4937,Martino,Scoles,Male,18,1975-01-19,Senior Financial Analyst,Financial Services,Mass Customer,N,No,14,4,0.66,0.66,0.66,0.561,930,0.478125,"Kyabram, Shire of Campaspe, 3620, Victoria, Australia",-36.3158937,145.04695522222224
